;empresa_nome;receita_milhao;cidade;uf;empresa_href;descricao;industria
195;Vilage Premium Industria E Comercio Ltda;0.7;Catalao;Goias;https://www.dnb.com/business-directory/company-profiles.vilage_premium_industria_e_comercio_ltda.40d60384d78185c0686d64aab86e049e.html;VILAGE PREMIUM INDUSTRIA E COMERCIO LTDA is located in CATALAO, GOIAS, Brazil and is part of the Coffee & Tea Manufacturing Industry. VILAGE PREMIUM INDUSTRIA E COMERCIO LTDA has 13 employees at this location.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
196;Mf Ferreira & Cia Ltda;0.7;Passos;Minas Gerais;https://www.dnb.com/business-directory/company-profiles.mf_ferreira__cia_ltda.245bd34afae75297e18f9aea041264b2.html;MF FERREIRA & CIA LTDA is located in PASSOS, MINAS GERAIS, Brazil and is part of the Coffee & Tea Manufacturing Industry. MF FERREIRA & CIA LTDA has 13 employees at this location. There are 2 companies in the MF FERREIRA & CIA LTDA corporate family.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
197;Amazonia Industria E Comercio De Alimentos Ltda;0.65;Santarem;Para;https://www.dnb.com/business-directory/company-profiles.amazonia_industria_e_comercio_de_alimentos_ltda.0e170304ea1a4af864522a66c35aeed7.html;AMAZONIA INDUSTRIA E COMERCIO DE ALIMENTOS LTDA is located in SANTAREM, PARA, Brazil and is part of the Coffee & Tea Manufacturing Industry. AMAZONIA INDUSTRIA E COMERCIO DE ALIMENTOS LTDA has 12 employees at this location.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
198;Industria De Cafe Paracatu Ltda;0.65;Paracatu;Minas Gerais;https://www.dnb.com/business-directory/company-profiles.industria_de_cafe_paracatu_ltda.23c4ab1838c168a72bb8b344bf634f33.html;INDUSTRIA DE CAFE PARACATU LTDA is located in PARACATU, MINAS GERAIS, Brazil and is part of the Coffee & Tea Manufacturing Industry. INDUSTRIA DE CAFE PARACATU LTDA has 12 employees at this location.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
199;Cita Ltda;0.65;Tupaciguara;Minas Gerais;https://www.dnb.com/business-directory/company-profiles.cita_ltda.f4f0fe9829955597cb7b99fe9e446123.html;CITA LTDA is located in TUPACIGUARA, MINAS GERAIS, Brazil and is part of the Coffee & Tea Manufacturing Industry. CITA LTDA has 12 employees at this location.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
200;Cafe Serra Negra S A Industria Comercio E Exportacao;0.65;Sao Paulo;Sao Paulo;https://www.dnb.com/business-directory/company-profiles.cafe_serra_negra_s_a_industria_comercio_e_exportacao.f65efd76f48f5b84c21feceab0c6488c.html;CAFE SERRA NEGRA S A INDUSTRIA COMERCIO E EXPORTACAO is located in SAO PAULO, SAO PAULO, Brazil and is part of the Coffee & Tea Manufacturing Industry. CAFE SERRA NEGRA S A INDUSTRIA COMERCIO E EXPORTACAO generates $650,532 million in sales (USD). There are 5 companies in the CAFE SERRA NEGRA S A INDUSTRIA COMERCIO E EXPORTACAO corporate family.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee; Roasted coffee"
201;Industria De Torrefacao E Moagem H V Ltda;0.65;Barra Do Pirai;Rio De Janeiro;https://www.dnb.com/business-directory/company-profiles.industria_de_torrefacao_e_moagem_h_v_ltda.1ee56062ee1b6aaee9daa25636de165b.html;INDUSTRIA DE TORREFACAO E MOAGEM H V LTDA is located in BARRA DO PIRAI, RIO DE JANEIRO, Brazil and is part of the Coffee & Tea Manufacturing Industry. INDUSTRIA DE TORREFACAO E MOAGEM H V LTDA has 12 employees at this location.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
202;Megabrayn Do Brasil Ltda;0.65;Sao Paulo;Sao Paulo;https://www.dnb.com/business-directory/company-profiles.megabrayn_do_brasil_ltda.8649eb192610401ba096f22ec13d4114.html;MEGABRAYN DO BRASIL LTDA is located in SAO PAULO, SAO PAULO, Brazil and is part of the Coffee & Tea Manufacturing Industry. MEGABRAYN DO BRASIL LTDA has 12 employees at this location. There are 2 companies in the MEGABRAYN DO BRASIL LTDA corporate family.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
203;Cafe Matao Industria E Comercio Ltda;0.65;Matao;Sao Paulo;https://www.dnb.com/business-directory/company-profiles.cafe_matao_industria_e_comercio_ltda.a986a8aaf92d34d668fad407998bb86c.html;CAFE MATAO INDUSTRIA E COMERCIO LTDA is located in MATAO, SAO PAULO, Brazil and is part of the Coffee & Tea Manufacturing Industry. CAFE MATAO INDUSTRIA E COMERCIO LTDA has 12 employees at this location.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
204;Baccarini E Baccarini Ltda;0.65;Sao Joao Del Rei;Minas Gerais;https://www.dnb.com/business-directory/company-profiles.baccarini_e_baccarini_ltda.2819a8864ce1727fc251db6c95c1219d.html;BACCARINI E BACCARINI LTDA is located in SAO JOAO DEL REI, MINAS GERAIS, Brazil and is part of the Coffee & Tea Manufacturing Industry. BACCARINI E BACCARINI LTDA has 12 employees at this location.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
205;Com E Ind De Torrefacao De Cafe Duas Marias Ltda;0.65;Sao Jorge Do Patrocinio;Parana;https://www.dnb.com/business-directory/company-profiles.com_e_ind_de_torrefacao_de_cafe_duas_marias_ltda.6c3152b37846196dbd90eb774a49ddc8.html;COM E IND DE TORREFACAO DE CAFE DUAS MARIAS LTDA is located in SAO JORGE DO PATROCINIO, PARANA, Brazil and is part of the Coffee & Tea Manufacturing Industry. COM E IND DE TORREFACAO DE CAFE DUAS MARIAS LTDA has 12 employees at this location.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
206;Industria E Comercio De Cafe Bless Ltda;0.65;Jandaia Do Sul;Parana;https://www.dnb.com/business-directory/company-profiles.industria_e_comercio_de_cafe_bless_ltda.e1efb281415105d14b36350ef661593a.html;INDUSTRIA E COMERCIO DE CAFE BLESS LTDA is located in JANDAIA DO SUL, PARANA, Brazil and is part of the Coffee & Tea Manufacturing Industry. INDUSTRIA E COMERCIO DE CAFE BLESS LTDA has 12 employees at this location.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
207;Katuay S A Com E Industria De Produtos Alimenticios;0.65;Cianorte;Parana;https://www.dnb.com/business-directory/company-profiles.katuay_s_a_com_e_industria_de_produtos_alimenticios.131892bebb2c6ac93638331bc853417d.html;KATUAY S A COM E INDUSTRIA DE PRODUTOS ALIMENTICIOS is located in CIANORTE, PARANA, Brazil and is part of the Coffee & Tea Manufacturing Industry. KATUAY S A COM E INDUSTRIA DE PRODUTOS ALIMENTICIOS has 12 employees at this location and generates $650,532 in sales (USD). There are 2 companies in the KATUAY S A COM E INDUSTRIA DE PRODUTOS ALIMENTICIOS corporate family.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
208;Industria E Comercio De Cafe Meridional Ltda;0.65;Paranaiba;Mato Grosso Do Sul;https://www.dnb.com/business-directory/company-profiles.industria_e_comercio_de_cafe_meridional_ltda.05f4e92fa822ef0f8f84a4dc589e0f8f.html;INDUSTRIA E COMERCIO DE CAFE MERIDIONAL LTDA is located in PARANAIBA, MATO GROSSO DO SUL, Brazil and is part of the Coffee & Tea Manufacturing Industry. INDUSTRIA E COMERCIO DE CAFE MERIDIONAL LTDA has 12 employees at this location. There are 2 companies in the INDUSTRIA E COMERCIO DE CAFE MERIDIONAL LTDA corporate family.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
209;Cafe Sao Joaquim Ltda;0.63;Campinas;Sao Paulo;https://www.dnb.com/business-directory/company-profiles.cafe_sao_joaquim_ltda.32d0b9df59ecab5f037a9a2fb9ae7d74.html;CAFE SAO JOAQUIM LTDA is located in CAMPINAS, SAO PAULO, Brazil and is part of the Coffee & Tea Manufacturing Industry. CAFE SAO JOAQUIM LTDA has 11 employees at this location and generates $634,750 in sales (USD).;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
210;Cafe Terra Nobre Torrefacao E Moagem Ltda;0.6;Fernandopolis;Sao Paulo;https://www.dnb.com/business-directory/company-profiles.cafe_terra_nobre_torrefacao_e_moagem_ltda.09aafcbfc3be259c72aa55c2642dc931.html;CAFE TERRA NOBRE TORREFACAO E MOAGEM LTDA is located in FERNANDOPOLIS, SAO PAULO, Brazil and is part of the Coffee & Tea Manufacturing Industry. CAFE TERRA NOBRE TORREFACAO E MOAGEM LTDA has 11 employees at this location.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
211;L & A Industria E Comercio De Cafe Ltda;0.6;Uberlandia;Minas Gerais;https://www.dnb.com/business-directory/company-profiles.l__a_industria_e_comercio_de_cafe_ltda.a01da2f84b36db5705828aa4cd50bd61.html;L & A INDUSTRIA E COMERCIO DE CAFE LTDA is located in UBERLANDIA, MINAS GERAIS, Brazil and is part of the Coffee & Tea Manufacturing Industry. L & A INDUSTRIA E COMERCIO DE CAFE LTDA has 11 employees at this location.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
212;Torrefacao E Moagem De Cafe Palmeiras Ltda;0.6;Santo Antonio De Jesus;Bahia;https://www.dnb.com/business-directory/company-profiles.torrefacao_e_moagem_de_cafe_palmeiras_ltda.d0770087d27d7aebe63fdb630007e820.html;TORREFACAO E MOAGEM DE CAFE PALMEIRAS LTDA is located in SANTO ANTONIO DE JESUS, BAHIA, Brazil and is part of the Coffee & Tea Manufacturing Industry. TORREFACAO E MOAGEM DE CAFE PALMEIRAS LTDA has 11 employees at this location.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
213;Inal Comercio E Industria Sa;0.6;Nova Friburgo;Rio De Janeiro;https://www.dnb.com/business-directory/company-profiles.inal_comercio_e_industria_sa.d8e498a94eb26e69e8b4af5ea582ae93.html;INAL COMERCIO E INDUSTRIA SA is located in NOVA FRIBURGO, RIO DE JANEIRO, Brazil and is part of the Coffee & Tea Manufacturing Industry. INAL COMERCIO E INDUSTRIA SA has 11 employees at this location and generates $596,321 in sales (USD). There are 4 companies in the INAL COMERCIO E INDUSTRIA SA corporate family.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee; NonMetallic mineral products,"
214;Industria E Comercio Estrela D Alva Ltda;0.6;Formosa;Goias;https://www.dnb.com/business-directory/company-profiles.industria_e_comercio_estrela_d_alva_ltda.585ef983f0993bd7bd86448275f41243.html;INDUSTRIA E COMERCIO ESTRELA D ALVA LTDA is located in FORMOSA, GOIAS, Brazil and is part of the Coffee & Tea Manufacturing Industry. INDUSTRIA E COMERCIO ESTRELA D ALVA LTDA has 11 employees at this location.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee; Roasted coffee"
215;Alecio Gotti Ltda;0.6;Itapira;Sao Paulo;https://www.dnb.com/business-directory/company-profiles.alecio_gotti_ltda.5e453ba0e4e426686cc405d357f5325c.html;ALECIO GOTTI LTDA is located in ITAPIRA, SAO PAULO, Brazil and is part of the Coffee & Tea Manufacturing Industry. ALECIO GOTTI LTDA has 11 employees at this location.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
216;Cafe Floresta Ltda;0.6;Itajuba;Minas Gerais;https://www.dnb.com/business-directory/company-profiles.cafe_floresta_ltda.74e552079675c5b35f602560f1a25c83.html;CAFE FLORESTA LTDA is located in ITAJUBA, MINAS GERAIS, Brazil and is part of the Coffee & Tea Manufacturing Industry. CAFE FLORESTA LTDA has 11 employees at this location.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
217;Citrocoffee Comercial Exportadora Ltda;0.6;Oliveira;Minas Gerais;https://www.dnb.com/business-directory/company-profiles.citrocoffee_comercial_exportadora_ltda.c13d4a40f09a9e6151a206b34daabd6e.html;CITROCOFFEE COMERCIAL EXPORTADORA LTDA is located in OLIVEIRA, MINAS GERAIS, Brazil and is part of the Coffee & Tea Manufacturing Industry. CITROCOFFEE COMERCIAL EXPORTADORA LTDA has 11 employees at this location.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
218;Master Blends Indústria E Alimentos Eireli;0.6;Salto De Pirapora;Sao Paulo;https://www.dnb.com/business-directory/company-profiles.master_blends_ind%C3%BAstria_e_alimentos_eireli.79931245286a14d69cbba2717440b1b6.html;Master Blends Indústria e Alimentos Eireli is located in SALTO DE PIRAPORA, SAO PAULO, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
219;Cafe Taiobeiras Ltda;0.6;Taiobeiras;Minas Gerais;https://www.dnb.com/business-directory/company-profiles.cafe_taiobeiras_ltda.3a72b10c6199b472b739eefc563ee5cc.html;CAFE TAIOBEIRAS LTDA is located in TAIOBEIRAS, MINAS GERAIS, Brazil and is part of the Coffee & Tea Manufacturing Industry. CAFE TAIOBEIRAS LTDA has 11 employees at this location.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
220;Industria E Comercio Cafe Icla Ltda;0.6;Jardim Do Serido;Rio Grande Do Norte;https://www.dnb.com/business-directory/company-profiles.industria_e_comercio_cafe_icla_ltda.dc3a413822ebbd3c6051e3a038fd69be.html;INDUSTRIA E COMERCIO CAFE ICLA LTDA is located in JARDIM DO SERIDO, RIO GRANDE DO NORTE, Brazil and is part of the Coffee & Tea Manufacturing Industry. INDUSTRIA E COMERCIO CAFE ICLA LTDA has 11 employees at this location.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
221;Torrefacao E Moagem De Cafe Unai Ltda;0.6;Unai;Minas Gerais;https://www.dnb.com/business-directory/company-profiles.torrefacao_e_moagem_de_cafe_unai_ltda.ba12ef69c9f991e096ade4473a2337b4.html;TORREFACAO E MOAGEM DE CAFE UNAI LTDA is located in UNAI, MINAS GERAIS, Brazil and is part of the Coffee & Tea Manufacturing Industry. TORREFACAO E MOAGEM DE CAFE UNAI LTDA has 11 employees at this location.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
222;Torrefacao E Moagem Tropical Industria E Comercio Ltda;0.6;Vila Velha;Espirito Santo;https://www.dnb.com/business-directory/company-profiles.torrefacao_e_moagem_tropical_industria_e_comercio_ltda.cb00cf72fb057556912240610440a975.html;TORREFACAO E MOAGEM TROPICAL INDUSTRIA E COMERCIO LTDA is located in VILA VELHA, ESPIRITO SANTO, Brazil and is part of the Coffee & Tea Manufacturing Industry. TORREFACAO E MOAGEM TROPICAL INDUSTRIA E COMERCIO LTDA has 11 employees at this location.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
223;Anisio Almeida Ferreira & Cia. Ltda;0.6;Fervedouro;Minas Gerais;https://www.dnb.com/business-directory/company-profiles.anisio_almeida_ferreira__cia_ltda.395e6345510cc0f824c2844b65c22d8f.html;ANISIO ALMEIDA FERREIRA & CIA. LTDA is located in FERVEDOURO, MINAS GERAIS, Brazil and is part of the Coffee & Tea Manufacturing Industry. ANISIO ALMEIDA FERREIRA & CIA. LTDA has 11 employees at this location.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
224;Industria E Comercio De Cafe Sabores Do Brasil Ltda;0.54;Pires Do Rio;Goias;https://www.dnb.com/business-directory/company-profiles.industria_e_comercio_de_cafe_sabores_do_brasil_ltda.a78348b59de3b3e9a6a18c9cdeeeac69.html;INDUSTRIA E COMERCIO DE CAFE SABORES DO BRASIL LTDA is located in PIRES DO RIO, GOIAS, Brazil and is part of the Coffee & Tea Manufacturing Industry. INDUSTRIA E COMERCIO DE CAFE SABORES DO BRASIL LTDA has 10 employees at this location.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
225;Cerealista Santo Antonio Ltda;0.54;Ji-parana;Rondonia;https://www.dnb.com/business-directory/company-profiles.cerealista_santo_antonio_ltda.95df2c14025480fb6f60de69ac533288.html;CEREALISTA SANTO ANTONIO LTDA is located in JI-PARANA, RONDONIA, Brazil and is part of the Coffee & Tea Manufacturing Industry. CEREALISTA SANTO ANTONIO LTDA has 10 employees at this location. There are 2 companies in the CEREALISTA SANTO ANTONIO LTDA corporate family.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
226;Industria E Comercio De Cafe Costarriquense Ltda;0.54;Costa Rica;Mato Grosso Do Sul;https://www.dnb.com/business-directory/company-profiles.industria_e_comercio_de_cafe_costarriquense_ltda.2fcbbbd596784778000fb6690016fea4.html;INDUSTRIA E COMERCIO DE CAFE COSTARRIQUENSE LTDA is located in COSTA RICA, MATO GROSSO DO SUL, Brazil and is part of the Coffee & Tea Manufacturing Industry. INDUSTRIA E COMERCIO DE CAFE COSTARRIQUENSE LTDA has 10 employees at this location.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
227;Cafe Jequitinhonha Industria E Comercio Ltda;0.54;Capelinha;Minas Gerais;https://www.dnb.com/business-directory/company-profiles.cafe_jequitinhonha_industria_e_comercio_ltda.17a92c2bed80edc3c2fb7c81f640a99c.html;CAFE JEQUITINHONHA INDUSTRIA E COMERCIO LTDA is located in CAPELINHA, MINAS GERAIS, Brazil and is part of the Coffee & Tea Manufacturing Industry. CAFE JEQUITINHONHA INDUSTRIA E COMERCIO LTDA has 10 employees at this location.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
228;Irmaos Kuhl Ltda;0.54;Limeira;Sao Paulo;https://www.dnb.com/business-directory/company-profiles.irmaos_kuhl_ltda.6c6932938cfbb06e18edd34070a05515.html;IRMAOS KUHL LTDA is located in LIMEIRA, SAO PAULO, Brazil and is part of the Coffee & Tea Manufacturing Industry. IRMAOS KUHL LTDA has 10 employees at this location.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
229;Cafe Bonjardinense Torrefacao E Moagem Ltda;0.54;Bom Jardim;Rio De Janeiro;https://www.dnb.com/business-directory/company-profiles.cafe_bonjardinense_torrefacao_e_moagem_ltda.95374d3f358da204d120835791421af0.html;CAFE BONJARDINENSE TORREFACAO E MOAGEM LTDA is located in BOM JARDIM, RIO DE JANEIRO, Brazil and is part of the Coffee & Tea Manufacturing Industry. CAFE BONJARDINENSE TORREFACAO E MOAGEM LTDA has 10 employees at this location.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
230;Ciro Saraiva Lima & Cia Ltda;0.54;Santarem;Para;https://www.dnb.com/business-directory/company-profiles.ciro_saraiva_lima__cia_ltda.e4fd3ad5cbdec8e45c91cd6e7c2a35d0.html;CIRO SARAIVA LIMA & CIA LTDA is located in SANTAREM, PARA, Brazil and is part of the Coffee & Tea Manufacturing Industry. CIRO SARAIVA LIMA & CIA LTDA has 10 employees at this location. There are 5 companies in the CIRO SARAIVA LIMA & CIA LTDA corporate family.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
231;Cafeeira Guerra Industria E Comercio Ltda;0.54;Tupi Paulista;Sao Paulo;https://www.dnb.com/business-directory/company-profiles.cafeeira_guerra_industria_e_comercio_ltda.4177ce66bfe3f5a85d976c147b23ff31.html;CAFEEIRA GUERRA INDUSTRIA E COMERCIO LTDA is located in TUPI PAULISTA, SAO PAULO, Brazil and is part of the Coffee & Tea Manufacturing Industry. CAFEEIRA GUERRA INDUSTRIA E COMERCIO LTDA has 10 employees at this location.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee; Roasted coffee"
232;Claudiomar Motta Pelosi;0.54;Serra Do Salitre;Minas Gerais;https://www.dnb.com/business-directory/company-profiles.claudiomar_motta_pelosi.7b9b121dc2ad48f2a4ec3f09479ab81a.html;CLAUDIOMAR MOTTA PELOSI is located in SERRA DO SALITRE, MINAS GERAIS, Brazil and is part of the Coffee & Tea Manufacturing Industry. CLAUDIOMAR MOTTA PELOSI has 10 employees at this location.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
233;Cafe Centenario Ltda;0.54;Formiga;Minas Gerais;https://www.dnb.com/business-directory/company-profiles.cafe_centenario_ltda.f737110f52306dcada69e33e0a3a8322.html;CAFE CENTENARIO LTDA is located in FORMIGA, MINAS GERAIS, Brazil and is part of the Coffee & Tea Manufacturing Industry. CAFE CENTENARIO LTDA has 10 employees at this location.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
234;Cafe Tipuana Industria E Comercio Ltda;0.54;Lavras;Minas Gerais;https://www.dnb.com/business-directory/company-profiles.cafe_tipuana_industria_e_comercio_ltda.f61efe2e4a3ec1208d1a1fc2be321cf3.html;CAFE TIPUANA INDUSTRIA E COMERCIO LTDA is located in LAVRAS, MINAS GERAIS, Brazil and is part of the Coffee & Tea Manufacturing Industry. CAFE TIPUANA INDUSTRIA E COMERCIO LTDA has 10 employees at this location.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
235;Cafe Tamandare Ltda;0.54;Sao Joao Del Rei;Minas Gerais;https://www.dnb.com/business-directory/company-profiles.cafe_tamandare_ltda.90967ccc6b468c8b3853e0a732c0f387.html;CAFE TAMANDARE LTDA is located in SAO JOAO DEL REI, MINAS GERAIS, Brazil and is part of the Coffee & Tea Manufacturing Industry. CAFE TAMANDARE LTDA has 10 employees at this location. There are 2 companies in the CAFE TAMANDARE LTDA corporate family.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
236;Agropecuaria Fazenda Do Bento Ind E Com Ltda;0.54;Sao Domingos Do Prata;Minas Gerais;https://www.dnb.com/business-directory/company-profiles.agropecuaria_fazenda_do_bento_ind_e_com_ltda.5b9f88afaf977bdeaf86909c78aef8d1.html;AGROPECUARIA FAZENDA DO BENTO IND E COM LTDA is located in SAO DOMINGOS DO PRATA, MINAS GERAIS, Brazil and is part of the Coffee & Tea Manufacturing Industry. AGROPECUARIA FAZENDA DO BENTO IND E COM LTDA has 10 employees at this location.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
237;Cafe Ubeda Ltda;0.54;Novo Horizonte;Sao Paulo;https://www.dnb.com/business-directory/company-profiles.cafe_ubeda_ltda.97af167ac15b47b94b49bfb631822b85.html;CAFE UBEDA LTDA is located in NOVO HORIZONTE, SAO PAULO, Brazil and is part of the Coffee & Tea Manufacturing Industry. CAFE UBEDA LTDA has 10 employees at this location.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
238;Torrefacao De Cafe Barreiras Ind E Com Ltda;0.54;Barreiras;Bahia;https://www.dnb.com/business-directory/company-profiles.torrefacao_de_cafe_barreiras_ind_e_com_ltda.b45d7b55dcd9f98be675912e4282d0aa.html;TORREFACAO DE CAFE BARREIRAS IND E COM LTDA is located in BARREIRAS, BAHIA, Brazil and is part of the Coffee & Tea Manufacturing Industry. TORREFACAO DE CAFE BARREIRAS IND E COM LTDA has 10 employees at this location.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
239;Industria E Comercio De Cafe Tres Racas Ltda;0.54;Santa Maria Da Vitoria;Bahia;https://www.dnb.com/business-directory/company-profiles.industria_e_comercio_de_cafe_tres_racas_ltda.581ecb33347b3fc4738b9afbdd55d5e6.html;INDUSTRIA E COMERCIO DE CAFE TRES RACAS LTDA is located in SANTA MARIA DA VITORIA, BAHIA, Brazil and is part of the Coffee & Tea Manufacturing Industry. INDUSTRIA E COMERCIO DE CAFE TRES RACAS LTDA has 10 employees at this location.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
240;Cafe Da Lavoura Ltda;0.54;Perdoes;Minas Gerais;https://www.dnb.com/business-directory/company-profiles.cafe_da_lavoura_ltda.273268b168c78af9dae3f50ff9a0d391.html;CAFE DA LAVOURA LTDA is located in PERDOES, MINAS GERAIS, Brazil and is part of the Coffee & Tea Manufacturing Industry. CAFE DA LAVOURA LTDA has 10 employees at this location.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
241;A Abrantes Gadelha Cia;0.54;Sousa;Paraiba;https://www.dnb.com/business-directory/company-profiles.a_abrantes_gadelha_cia.4bc11693c0116d4365eeaf80e3c8e35e.html;A ABRANTES GADELHA CIA is located in SOUSA, PARAIBA, Brazil and is part of the Coffee & Tea Manufacturing Industry. A ABRANTES GADELHA CIA has 10 employees at this location. There are 2 companies in the A ABRANTES GADELHA CIA corporate family.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
242;Cafe Irece Industria E Comercio Ltda;0.49;Irece;Bahia;https://www.dnb.com/business-directory/company-profiles.cafe_irece_industria_e_comercio_ltda.20a4ea69b6f005d95293e14073e1489a.html;CAFE IRECE INDUSTRIA E COMERCIO LTDA is located in IRECE, BAHIA, Brazil and is part of the Coffee & Tea Manufacturing Industry. CAFE IRECE INDUSTRIA E COMERCIO LTDA has 9 employees at this location. There are 4 companies in the CAFE IRECE INDUSTRIA E COMERCIO LTDA corporate family.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
243;Industria E Comercio De Cafe Mineirense Ltda;0.49;Mineiros;Goias;https://www.dnb.com/business-directory/company-profiles.industria_e_comercio_de_cafe_mineirense_ltda.d3373ef626a17552f5b31e0bb41aa467.html;INDUSTRIA E COMERCIO DE CAFE MINEIRENSE LTDA is located in MINEIROS, GOIAS, Brazil and is part of the Coffee & Tea Manufacturing Industry. INDUSTRIA E COMERCIO DE CAFE MINEIRENSE LTDA has 9 employees at this location.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
244;Salete Ind E Com De Cafe Ltda;0.49;Laguna;Santa Catarina;https://www.dnb.com/business-directory/company-profiles.salete_ind_e_com_de_cafe_ltda.10319c1d57bdfa9bdba919e3326f70a2.html;SALETE IND E COM DE CAFE LTDA is located in LAGUNA, SANTA CATARINA, Brazil and is part of the Coffee & Tea Manufacturing Industry. SALETE IND E COM DE CAFE LTDA has 9 employees at this location.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
245;Quilombo Industria E Comercio De Cafe Ltda;0.49;Bom Jardim;Rio De Janeiro;https://www.dnb.com/business-directory/company-profiles.quilombo_industria_e_comercio_de_cafe_ltda.278fea1260077d3d4863233df2273067.html;QUILOMBO INDUSTRIA E COMERCIO DE CAFE LTDA is located in BOM JARDIM, RIO DE JANEIRO, Brazil and is part of the Coffee & Tea Manufacturing Industry. QUILOMBO INDUSTRIA E COMERCIO DE CAFE LTDA has 9 employees at this location.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
246;Cafe Delicioso Ltda;0.49;Garca;Sao Paulo;https://www.dnb.com/business-directory/company-profiles.cafe_delicioso_ltda.d4da604568cb66986edafebe9f569c71.html;CAFE DELICIOSO LTDA is located in GARCA, SAO PAULO, Brazil and is part of the Coffee & Tea Manufacturing Industry. CAFE DELICIOSO LTDA has 9 employees at this location.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
247;Torrefacao E Moagem De Cafe Ribeirao Bonito Ltda;0.49;Ribeirao Bonito;Sao Paulo;https://www.dnb.com/business-directory/company-profiles.torrefacao_e_moagem_de_cafe_ribeirao_bonito_ltda.52f5a5af59533e92ebba3430a4c9220a.html;TORREFACAO E MOAGEM DE CAFE RIBEIRAO BONITO LTDA is located in RIBEIRAO BONITO, SAO PAULO, Brazil and is part of the Coffee & Tea Manufacturing Industry. TORREFACAO E MOAGEM DE CAFE RIBEIRAO BONITO LTDA has 9 employees at this location.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
