;empresa_nome;receita_milhao;cidade;uf;empresa_href;descricao;industria
909;Pereira Junior & Cia Ltda;0.43;Araucaria;Parana;https://www.dnb.com/business-directory/company-profiles.pereira_junior__cia_ltda.71005e05b3f261bf05926295623bf4a0.html;PEREIRA JUNIOR & CIA LTDA is located in ARAUCARIA, PARANA, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
910;Euro Industria E Comercio De Torrefacao E Moagem De Cafe Ltda;0.43;Criciuma;Santa Catarina;https://www.dnb.com/business-directory/company-profiles.euro_industria_e_comercio_de_torrefacao_e_moagem_de_cafe_ltda.af6743842d39d3536652ec68ab7f61b2.html;EURO INDUSTRIA E COMERCIO DE TORREFACAO E MOAGEM DE CAFE LTDA is located in CRICIUMA, SANTA CATARINA, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
911;Souza Fleming & Cia Ltda;0.43;Ouro Fino;Minas Gerais;https://www.dnb.com/business-directory/company-profiles.souza_fleming__cia_ltda.fda0ffdcf401bc0d948a81f0c39d0aa7.html;SOUZA FLEMING & CIA LTDA is located in OURO FINO, MINAS GERAIS, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
912;Cafesul Alimentos Ltda;0.43;Porto Alegre;Rio Grande Do Sul;https://www.dnb.com/business-directory/company-profiles.cafesul_alimentos_ltda.d0f64611e7500fb71ac9404e1549bb10.html;CAFESUL ALIMENTOS LTDA is located in PORTO ALEGRE, RIO GRANDE DO SUL, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
913;Cafe Cachoeira Ltda;0.43;Porto Firme;Minas Gerais;https://www.dnb.com/business-directory/company-profiles.cafe_cachoeira_ltda.f520b35ff27ff39fba06a2a86d9cfa0d.html;CAFE CACHOEIRA LTDA is located in PORTO FIRME, MINAS GERAIS, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
914;Cafe Francischini Ltda;0.43;Apucarana;Parana;https://www.dnb.com/business-directory/company-profiles.cafe_francischini_ltda.03e517bc89d6b7ef9550b75fba5f1eab.html;CAFE FRANCISCHINI LTDA is located in APUCARANA, PARANA, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
915;Empresas Frohlich Ltda;0.43;Varginha;Minas Gerais;https://www.dnb.com/business-directory/company-profiles.empresas_frohlich_ltda.4b854cd6c276f72e2549ecc5f7b47957.html;EMPRESAS FROHLICH LTDA is located in VARGINHA, MINAS GERAIS, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
916;Cafe Shamah Ltda;0.43;Machado;Minas Gerais;https://www.dnb.com/business-directory/company-profiles.cafe_shamah_ltda.d1d3a50ed4235341d5e243cb831356ae.html;CAFE SHAMAH LTDA is located in MACHADO, MINAS GERAIS, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
917;Veredas Industria E Comercio De Cafe Ltda;0.43;Campestre;Minas Gerais;https://www.dnb.com/business-directory/company-profiles.veredas_industria_e_comercio_de_cafe_ltda.9308d6ac5f0fcbd100672c9fee14bb07.html;VEREDAS INDUSTRIA E COMERCIO DE CAFE LTDA is located in CAMPESTRE, MINAS GERAIS, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
918;Agroindustria Essencia De Minas Ltda;0.43;Rosario Da Limeira;Minas Gerais;https://www.dnb.com/business-directory/company-profiles.agroindustria_essencia_de_minas_ltda.26913ebc9380220b2626d27f0a9a08b9.html;AGROINDUSTRIA ESSENCIA DE MINAS LTDA is located in ROSARIO DA LIMEIRA, MINAS GERAIS, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
919;Caser Comercio De Cafe Ltda;0.43;Itabela;Bahia;https://www.dnb.com/business-directory/company-profiles.caser_comercio_de_cafe_ltda.57090701800b1cfca94679397b0212d7.html;CASER COMERCIO DE CAFE LTDA is located in ITABELA, BAHIA, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
920;Torrefacao E Moagem De Cafe Bersaneti Ltda;0.43;Jales;Sao Paulo;https://www.dnb.com/business-directory/company-profiles.torrefacao_e_moagem_de_cafe_bersaneti_ltda.577f5b8c151bc54acbcab46d78085a2e.html;TORREFACAO E MOAGEM DE CAFE BERSANETI LTDA is located in JALES, SAO PAULO, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
921;Beneficiamento De Cafe Tres Irmaos Ltda;0.43;Congonhal;Minas Gerais;https://www.dnb.com/business-directory/company-profiles.beneficiamento_de_cafe_tres_irmaos_ltda.f3c977ed05ee8da17857513f2b82fc9b.html;BENEFICIAMENTO DE CAFE TRES IRMAOS LTDA is located in CONGONHAL, MINAS GERAIS, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
922;Cafe L'Ange D'Or Torrefacao E Comercio Ltda;0.43;Salto De Pirapora;Sao Paulo;https://www.dnb.com/business-directory/company-profiles.cafe_lange_dor_torrefacao_e_comercio_ltda.ebd5f6b1d25124c1384fa7aa56265146.html;CAFE L'ANGE D'OR TORREFACAO E COMERCIO LTDA is located in SALTO DE PIRAPORA, SAO PAULO, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
923;Caparao Coffee Comercio E Industria De Cafe Ltda;0.43;Dores Do Rio Preto;Espirito Santo;https://www.dnb.com/business-directory/company-profiles.caparao_coffee_comercio_e_industria_de_cafe_ltda.9b68a888e42a7c00d80bde37db4bfce8.html;CAPARAO COFFEE COMERCIO E INDUSTRIA DE CAFE LTDA is located in DORES DO RIO PRETO, ESPIRITO SANTO, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
924;Cafe Do Mestre Ltda;0.43;Monsenhor Paulo;Minas Gerais;https://www.dnb.com/business-directory/company-profiles.cafe_do_mestre_ltda.d8e56e9531708ad21bd40823a4e6852c.html;CAFE DO MESTRE LTDA is located in MONSENHOR PAULO, MINAS GERAIS, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
925;Cafe San Felicio Ltda;0.43;Jacarezinho;Parana;https://www.dnb.com/business-directory/company-profiles.cafe_san_felicio_ltda.41ee908d8dfb194ba10a0724ed05b903.html;CAFE SAN FELICIO LTDA is located in JACAREZINHO, PARANA, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
926;Cafe Casa Verde Ind. E Com. Ltda;0.43;Siqueira Campos;Parana;https://www.dnb.com/business-directory/company-profiles.cafe_casa_verde_ind_e_com_ltda.7e0de5ee833ea40cc864093eac207b61.html;CAFE CASA VERDE IND. E COM. LTDA is located in SIQUEIRA CAMPOS, PARANA, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
927;Cafe Pena De Ouro Ltda;0.43;Sao Jose Do Vale Do Rio Preto;Rio De Janeiro;https://www.dnb.com/business-directory/company-profiles.cafe_pena_de_ouro_ltda.7ee8169faba4228c73053f0b39d69191.html;CAFE PENA DE OURO LTDA is located in SAO JOSE DO VALE DO RIO PRETO, RIO DE JANEIRO, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
928;Elder Moscardini Filho;0.43;Franca;Sao Paulo;https://www.dnb.com/business-directory/company-profiles.elder_moscardini_filho.760027b6a6d98e8939b4303d6ca6fa0f.html;ELDER MOSCARDINI FILHO is located in FRANCA, SAO PAULO, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
929;Industria De Torrefacao De Cafe Paiva & Resende Ltda;0.43;Cristais;Minas Gerais;https://www.dnb.com/business-directory/company-profiles.industria_de_torrefacao_de_cafe_paiva__resende_ltda.b636457c6eee50951536883597e02eca.html;INDUSTRIA DE TORREFACAO DE CAFE PAIVA & RESENDE LTDA is located in CRISTAIS, MINAS GERAIS, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
930;Ananias Torrefacao E Comercio De Cafe Ltda;0.43;Batatais;Sao Paulo;https://www.dnb.com/business-directory/company-profiles.ananias_torrefacao_e_comercio_de_cafe_ltda.61065d5d4e5596405ab22b033060fd23.html;ANANIAS TORREFACAO E COMERCIO DE CAFE LTDA is located in BATATAIS, SAO PAULO, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
931;Kindu Alimentos Ltda;0.43;Rolandia;Parana;https://www.dnb.com/business-directory/company-profiles.kindu_alimentos_ltda.a5b20702fa7020428057626f6248e645.html;KINDU ALIMENTOS LTDA is located in ROLANDIA, PARANA, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee; Roasted coffee"
932;Industria De Cafe Dourados Ltda;0.43;Dourados;Mato Grosso Do Sul;https://www.dnb.com/business-directory/company-profiles.industria_de_cafe_dourados_ltda.a238509904d3cf7776d15d67a01b8e0b.html;INDUSTRIA DE CAFE DOURADOS LTDA is located in DOURADOS, MATO GROSSO DO SUL, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
933;H & W Assuncao Cafes Especiais Ltda;0.43;Araguari;Minas Gerais;https://www.dnb.com/business-directory/company-profiles.h__w_assuncao_cafes_especiais_ltda.d4e4683e13a6c75c9ddcf5a1bbbea1bf.html;H & W ASSUNCAO CAFES ESPECIAIS LTDA is located in ARAGUARI, MINAS GERAIS, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
934;Cafe Caramello Ltda Me;0.43;Serra;Espirito Santo;https://www.dnb.com/business-directory/company-profiles.cafe_caramello_ltda_me.21ef34ecca63ad494afbc297c6408292.html;Cafe Caramello Ltda Me is located in SERRA, ESPIRITO SANTO, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
935;Espresso Blend Ltda;0.43;Mococa;Sao Paulo;https://www.dnb.com/business-directory/company-profiles.espresso_blend_ltda.f573af7d6ea2c5392b5cfc7848283458.html;ESPRESSO BLEND LTDA is located in MOCOCA, SAO PAULO, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
936;Irmaos Costa Industria E Comercio De Cafe Ltda;0.43;Pancas;Espirito Santo;https://www.dnb.com/business-directory/company-profiles.irmaos_costa_industria_e_comercio_de_cafe_ltda.148c4548d82b0dd4fd14763b0da8f7fb.html;IRMAOS COSTA INDUSTRIA E COMERCIO DE CAFE LTDA is located in PANCAS, ESPIRITO SANTO, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
937;Cafe Real Comercio De Cafe Ltda;0.43;Santa Rita Do Sapucai;Minas Gerais;https://www.dnb.com/business-directory/company-profiles.cafe_real_comercio_de_cafe_ltda.3f23a5d3c0130353333113a251cf1703.html;CAFE REAL COMERCIO DE CAFE LTDA is located in SANTA RITA DO SAPUCAI, MINAS GERAIS, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
938;Manzato & Manzato Torrefacao Ltda;0.43;Mogi Guacu;Sao Paulo;https://www.dnb.com/business-directory/company-profiles.manzato__manzato_torrefacao_ltda.d3db40f0a52b6ce2ffaf235370adea66.html;MANZATO & MANZATO TORREFACAO LTDA is located in MOGI GUACU, SAO PAULO, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
939;Brazilian Specialty Coffees Torrefacao Ltda;0.43;Santa Maria De Jetiba;Espirito Santo;https://www.dnb.com/business-directory/company-profiles.brazilian_specialty_coffees_torrefacao_ltda.63ac4a38f26bf08fd96e44fa312ffcf6.html;BRAZILIAN SPECIALTY COFFEES TORREFACAO LTDA is located in SANTA MARIA DE JETIBA, ESPIRITO SANTO, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
940;Irmaos Gomes Industria E Comercio De Alimentos Ltda;0.43;Itai;Sao Paulo;https://www.dnb.com/business-directory/company-profiles.irmaos_gomes_industria_e_comercio_de_alimentos_ltda.bfcaef86d06fccd6c9f35e7168f6844f.html;IRMAOS GOMES INDUSTRIA E COMERCIO DE ALIMENTOS LTDA is located in ITAI, SAO PAULO, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
941;Nutrem Valens Alimentos Ltda;0.43;Irapuru;Sao Paulo;https://www.dnb.com/business-directory/company-profiles.nutrem_valens_alimentos_ltda.cf35d7159e7009f196f7c853a89f8dda.html;NUTREM VALENS ALIMENTOS LTDA is located in IRAPURU, SAO PAULO, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee; Roasted coffee"
942;Cafe Mansano Ltda;0.43;Vargem Bonita;Minas Gerais;https://www.dnb.com/business-directory/company-profiles.cafe_mansano_ltda.ff188f7a3e35c4d63a12b11f623f9963.html;CAFE MANSANO LTDA is located in VARGEM BONITA, MINAS GERAIS, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
943;Cafe Ponte Alta Ltda;0.43;Santo Antonio Do Amparo;Minas Gerais;https://www.dnb.com/business-directory/company-profiles.cafe_ponte_alta_ltda.3ff16d09f9fc48dd4cbeb0735b8997de.html;CAFE PONTE ALTA LTDA is located in SANTO ANTONIO DO AMPARO, MINAS GERAIS, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
944;C & M Cafe Ltda;0.43;Santa Rita Do Sapucai;Minas Gerais;https://www.dnb.com/business-directory/company-profiles.c__m_cafe_ltda.5415dc55fb2f15a500e86685adbf43f5.html;C & M CAFE LTDA is located in SANTA RITA DO SAPUCAI, MINAS GERAIS, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
945;Pcm Comercio Ltda;0.43;Vicosa;Minas Gerais;https://www.dnb.com/business-directory/company-profiles.pcm_comercio_ltda.747837f95fa1a6c01cfa8da29923e4f1.html;PCM COMERCIO LTDA is located in VICOSA, MINAS GERAIS, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
946;Cafe Pereira Bom Sabor Ltda;0.43;Aurora Do Tocantins;Tocantins;https://www.dnb.com/business-directory/company-profiles.cafe_pereira_bom_sabor_ltda.8f0276ad92c109d36f69562939d5c305.html;CAFE PEREIRA BOM SABOR LTDA is located in AURORA DO TOCANTINS, TOCANTINS, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
947;Cafe Vasco Ltda;0.43;Sao Tomas De Aquino;Minas Gerais;https://www.dnb.com/business-directory/company-profiles.cafe_vasco_ltda.fa8fc6d36747069adbcc0ef18306c5ac.html;CAFE VASCO LTDA is located in SAO TOMAS DE AQUINO, MINAS GERAIS, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
948;Cafe Dom Bosco Ltda;0.43;Mantenopolis;Espirito Santo;https://www.dnb.com/business-directory/company-profiles.cafe_dom_bosco_ltda.a95983e690622d9b138741d268dcb4f0.html;CAFE DOM BOSCO LTDA is located in MANTENOPOLIS, ESPIRITO SANTO, Brazil and is part of the Coffee & Tea Manufacturing Industry.;"Coffee & Tea Manufacturing; Manufacturing Sector; Roasted coffee"
